0,1,2
10.0,-20.0,24.999999999999996
10.00011415172705,-19.99976251324872,24.993957580740123
9.999940159872454,-19.999181663322233,24.988111510280174
9.999497198057725,-19.99827050029964,24.982451708666517
9.998803286335285,-19.997041708447426,24.97696850416607
9.997875362616261,-19.995507598933372,24.97165260877996
9.99672934237248,-19.993680113560014,24.966495108160522
9.995380175286865,-19.991570829096442,24.96148745141939
9.99384189899623,-19.989190962140025,24.95662144086835
9.992127690064507,-19.986551374444385,24.95188922173078
9.990249912318385,-19.983662578655277,24.947283271857536
9.988220162671668,-19.98053474440031,24.942796391477867
9.986049314559143,-19.977177704682834,24.93842169301258
9.983747559095427,-19.97360096253435,24.934152590973888
9.98132444406918,-19.96981369788338,24.929982791973455
9.9787889108782,-19.96582477460243,24.925906284857813
9.976149329506118,-19.96164274769767,24.92191733098778
9.97341353163698,-19.957275870609152,24.918010454676644
9.970588841999628,-19.95273210259225,24.914180433799633
9.967682108029553,-19.948019116153286,24.91042229058555
9.964699727932006,-19.943144304515247,24.906731282599836
9.961647677226246,-19.938114789091237,24.903102893926604
9.958531533847095,-19.932937426945898,24.89953282655604
9.955356501876528,-19.927618818226495,24.89601699198219
9.952127433974555,-19.922165313547698,24.892551503014957
9.948848852575495,-19.91658302131522,24.88913266580924
9.945524969912558,-19.910877814975493,24.88575697211308
9.942159706930756,-19.905055340179736,24.882421091735857
9.938756711145269,-19.89912102185214,24.879121865236858
9.935319373499686,-19.89308007115317,24.875856296833735
9.931850844275969,-19.88693749233016,24.87262154752996
9.928354048105465,-19.880698089448195,24.86941492845957
9.9248316981279,-19.874366472995572,24.86623389444719
9.9212863093431,-19.86794706635873,24.86307603778087
9.917720211197869,-19.86144411216251,24.859939082194778
9.914135559448527,-19.854861678472222,24.856820877058585
9.910534347337547,-19.848203664854925,24.853719391769978
9.906918416120828,-19.841473808297565,24.85063271034669
9.903289464980377,-19.834675688980617,24.847559026213798
9.899649060355438,-19.827812735905987,24.84449663718245
9.895998644723445,-19.820888232378767,24.841443940615495
9.892339544860585,-19.81390532134261,24.838399428775684
9.888672979610355,-19.806867010568933,24.835361684351906
9.885000067186919,-19.79977617770067,24.8323293761589
9.881321832038862,-19.792635575151344,24.82930125500572
9.877639211297536,-19.78544783486068,24.82627614972842
9.873953060832989,-19.778215472908336,24.82325296338207
9.870264160939312,-19.77094089398721,24.820230669587616
9.866573221670084,-19.763626395738342,24.81720830902882
9.862880887843538,-19.756274172949432,24.814184986094602
9.859187743736074,-19.748886321619093,24.81115986566222
9.855494317481705,-19.741464842889314,24.808132170016748
9.851801085194234,-19.73401164684839,24.805101175902323
9.84810847482792,-19.72652855620713,24.80206621170065
9.844416869791704,-19.71901730985063,24.799026654732607
9.840726612331123,-19.711479566268636,24.795981928678337
9.837038006691492,-19.703916906867043,24.79293150111196
9.833351322074943,-19.696330839163377,24.789874881146524
9.829666795403494,-19.688722799869108,24.786811617185286
9.825984633899509,-19.681094157861608,24.783741294775357
9.822305017494335,-19.67344621704861,24.780663534559796
9.818628101075323,-19.665780219128067,24.777577990324545
9.814954016580893,-19.6580973462462,24.77448434713638
9.81128287495279,-19.650398723556666,24.771382319568445
9.80761476795407,-19.642685421683538,24.768271650009854
9.80394976986107,-19.63495845909111,24.765152107056046
9.800287939036957,-19.627218804363054,24.76202348397654
9.796629319394198,-19.61946737839391,24.75888559725707
9.792973941752754,-19.61170505649542,24.75573828521291
9.78932182510052,-19.603932670420523,24.75258140667049
9.785672977762086,-19.596151010307537,24.749414839714422
9.782027398481583,-19.5883608265472,24.746238480497176
9.778385077425085,-19.580562831574994,24.74305224210863
9.774745997107647,-19.57275770159134,24.739856053503104
9.771110133249836,-19.56494607821203,24.736649858481137
