0,1,2
0.025357095704441963,0.005516183552889694,-0.6095883909408446
-0.30160734533766764,0.5375767429583033,-0.8532356282241761
-0.6190614730752941,1.0527647086977114,-1.094831756204719
-0.9271104220324493,1.5515027162753907,-1.334426166033905
-1.2258629779892856,2.0342036044602794,-1.5720609101816114
-1.5154312769973226,2.501270616348557,-1.8077712081907376
-1.7959305217079116,2.9530975937790758,-2.0415859305205415
-2.067478713833995,3.390069165820858,-2.2735280609172364
-2.3301964016559515,3.812560931981639,-2.5036151377784717
-2.584206441566261,4.220939640720252,-2.7318596750025277
-2.8296337727254577,4.615563363783556,-2.9582695628336038
-3.0666052039736926,4.996781666830508,-3.182848449231737
-3.2952492122085575,5.364935776751819,-3.4055961023098824
-3.515695751501113,5.720358746043417,-3.6265087543917236
-3.7280760722784985,6.0633756145453415,-3.8455794282520954
-3.9325225499536027,6.394303568814871,-4.062798246107697
-4.129168522430117,6.713452099363305,-4.278152721929197
-4.31814813595547,7.021123155949776,-4.491628037647132
-4.49959619883461,7.317611301092687,-4.7032073038233415
-4.673648042554867,7.603203861929668,-4.912871805357135
-4.840439389906363,7.878181080529996,-5.120601232791301
-5.000106229713732,8.142816262739517,-5.3263738997773995
-5.1527846978238205,8.397375925616398,-5.530166947252837
-5.298610964020286,8.64211994349705,-5.731956534873984
-5.437721124560311,8.87730169271485,-5.931718020240404
-5.570251100050685,9.103168194979345,-6.129426126434999
-5.6963365384008675,9.3199602594112,-6.325055098393882
-5.816112722609135,9.527912623216961,-6.518578848608005
-5.929714483154922,9.727254090978713,-6.709971092646241
-6.037276114785981,9.918207672525904,-6.899205474976717
-6.138931297503231,10.100990719350376,-7.086255685549907
-6.234813021559096,10.275815059520724,-7.271095567593399
-6.325053516297102,10.442887131048277,-7.453699217054321
-6.409784182671326,10.60240811365424,-7.634041074111394
-6.48913552929425,10.754574058885886,-7.812096007164409
-6.5632371118707304,10.899576018528636,-7.987839389694696
-6.632217475884085,11.037600171260795,-8.161247170375947
-6.696204102407973,11.168827947498293,-8.332295936800676
-6.7553233569247775,11.293436152377781,-8.500962973173454
-6.809700441037571,11.41159708682822,-8.667226312308312
-6.859459346968744,11.52347866668304,-8.831064782253902
-6.904722814743666,11.629244539787646,-8.992458047856621
-6.945612291962946,11.729054201059556,-9.151386647558663
-6.982247896071225,11.82306310546181,-9.307832025714994
-7.014748379034886,11.91142277885337,-9.461776560700704
-7.043231094344816,11.994280926683796,-9.613203589067775
-7.06781196626411,12.071781540502975,-9.762097425998391
-7.08860546124387,12.144065002260449,-9.908443382290255
-7.105724561433372,12.211268186372543,-10.052227778098112
-7.119280740213848,12.273524559539227,-10.193437953644777
-7.129383939687687,12.330964278296488,-10.332062277104358
-7.13614255005747,12.383714284293585,-10.468090149850317
-7.139663390831542,12.431898397288313,-10.601512009251088
-7.140051693795032,12.475637405856977,-10.732319329186586
-7.137411087687258,12.515049155819263,-10.860504618449943
-7.1318435845284345,12.550248636381655,-10.986061417190022
-7.123449567540336,12.58134806400632,-11.108984291541992
-7.112327780607339,12.608456964015568,-11.229268826585232
-7.098575319225825,12.631682249945062,-11.346911617760279
-7.082287622891524,12.651128300661835,-11.461910260869109
-7.063558468875715,12.666897035265977,-11.574263340776278
-7.042479967342662,12.679087985797477,-11.68397041892163
-7.019142557761945,12.68779836777215,-11.791032019749082
-6.99363500657051,12.693123148572953,-11.895449616149968
-6.966044406040585,12.695155113725107,-11.997225614013654
-6.9364561743105915,12.693984931085556,-12.096363335972752
-6.904954056537363,12.689701212979028,-12.19286700442507
-6.871620127128966,12.682390576314862,-12.286741723909573
-6.836534793018429,12.672137700720176,-12.377993462908929
-6.799776797939651,12.65902538472645,-12.466629035146855
-6.7614232276676365,12.64313460004792,-12.552656080444299
-6.721549516186146,12.624544543991327,-12.63608304519449
-6.68022945274665,12.603332690037414,-12.71691916251325
-6.637535189783345,12.579574836635771,-12.795174432117326
-6.593537251649756,12.553345154255068,-12.870859599980161
-6.548304544143231,12.52471623073155,-12.94398613781145
-6.5019043647844,12.493759114959152,-13.014566222403719
-6.454402413819353,12.46054335896493,-13.082612714886402
-6.405862805913069,12.425137058413943,-13.148139139925195
-6.356348082503247,12.387606891587744,-13.211159664901968
-6.305919224784389,12.348018156880993,-13.271689079108103
-6.25463566729267,12.306434808860415,-13.329742772981868
-6.202555312062703,12.26291949293051,-13.38533671741834
-6.149734543327991,12.217533578650162,-13.438487443178387
-6.096228242737454,12.170337191744016,-13.489212020421238
-6.0420898050609875,12.121389244852285,-13.537528038383504
-5.987371154357643,12.070747467062182,-13.583453585225708
-5.932122760580576,12.018468432263825,-13.62700722806584
-5.876393656593472,11.964607586372903,-13.668207993217944
-5.820231455573721,11.909219273461803,-13.707075346652257
-5.763682368778177,11.852356760840436,-13.743629174692154
-5.706791223647854,11.79407226312724,-13.777889764961806
-5.649601482228485,11.734416965350086,-13.809877787597276
-5.592155259884337,11.67344104511632,-13.83961427673265
-5.534493344283272,11.61119369389013,-13.867120612271707
-5.4766552146314895,11.547723137414843,-13.892418501954575
-5.418679061136949,11.483076655316799,-13.915529963727943
-5.3606018046809485,11.417300599926717,-13.93647730842637
-5.302459116677837,11.35044041435349,-13.955283122771492
-5.244285439103345,11.282540649844524,-13.971970252694941
-5.1861140046725085,11.213644982465832,-13.986561786990244
-5.127976857148614,11.143796229134162,-13.999081041297972
-5.069904871765143,11.07303636303253,-14.009551542427955
-5.011927775743114,11.001406528439542,-14.017997013021553
-4.954074168886708,10.928947055002077,-14.024441356556412
-4.89637154424055,10.855697471479838,-14.028908642695596
-4.838846308792507,10.781696518989378,-14.031423092982301
-4.78152380420624,10.706982163774327,-14.032009066880974
-4.7244283275683365,10.631591609527515,-14.030691048165062
-4.667583152135186,10.555561309289837,-14.02749363165118
-4.611010548065316,10.47892697694976,-14.02244151027905
-4.554731803123282,10.401723598366413,-14.01555946253615
-4.498767243341674,10.32398544213838,-14.006872340225588
-4.443136253628291,10.245746070039342,-13.996405056575355
-4.3878572983059,10.167038347140892,-13.984182574686812
-4.33294794157248,10.087894451641926,-13.970229896319864
-4.2784248678702825,10.00834588442325,-13.954572051011992
-4.224303902152438,9.928423478345042,-13.937234085528079
-4.170600030036304,9.848157407304193,-13.918241053637624
-4.117327417833122,9.767577195067583,-13.897618006215719
-4.064499432444026,9.686711723896602,-13.87538998166394
-4.012128661112768,9.605589242977553,-13.851581996647088
-3.960226931026045,9.524237376671634,-13.826219037141499
-3.908805328752617,9.442683132597661,-13.799326049790464
-3.8578742195128313,9.360952909559865,-13.77092793356215
-3.807443266270594,9.279072505332415,-13.741049531705233
-3.757521448640164,9.197067124311705,-13.709715623997328
-3.7081170816005544,9.114961385046712,-13.676950919281202
-3.6592378340106935,9.032779327657174,-13.642780048283573
-3.610890746918872,8.95054442114867,-13.607227556711253
-3.5630822516603393,8.868279570633153,-13.570317898619335
